cell_label,brain_section_label,cluster_alias,average_correlation_score,x_section,y_section,z_section,x_reconstructed,y_reconstructed,z_reconstructed,parcellation_index,x_ccf,y_ccf,z_ccf,parcellation_division,parcellation_structure,parcellation_substructure,cfos
1019171907102040099-1,C57BL6J-638850.40,5203,0.560315298100902,5.171141740064194,4.807536194298187,7.2,5.26662914137956,4.863049871458473,7.2,179,6.8011535605231614,3.34839856097492,5.428131426930709,TH,LH,LH,2
1019171907102040319-2,C57BL6J-638850.40,5204,0.617180567650405,5.063606871567632,4.914337795027885,7.2,5.078811510238039,4.908821954655999,7.2,179,6.79084112806833,3.395723078976663,5.240583813490815,TH,LH,LH,2
1017092617101560804,C57BL6J-638850.38,5204,0.639588279107971,6.0147263685678265,4.48089844754376,6.800000000000001,6.147813861307027,4.503147033797736,6.800000000000001,179,7.227367413920787,2.975420277802294,6.3228199911782506,TH,LH,LH,2
1019171907101690306-1,C57BL6J-638850.40,5204,0.535203431899862,5.9871136807914604,4.836426652135359,7.2,6.042567175011302,4.856671287789411,7.2,179,6.824022294471871,3.3545225140224857,6.227994747021231,TH,LH,LH,1
1104095349101960426-3,C57BL6J-638850.39,5203,0.511373321788929,5.073942751169404,4.883731505117174,7.0,5.068436411395409,4.803197846720167,7.0,179,6.98282237344506,3.2830046466404754,5.223601951735297,TH,LH,LH,2
1104095349101960360-2,C57BL6J-638850.39,5204,0.538813097587158,4.988862643983151,4.58585799218421,7.0,5.000486529866579,4.523076688262935,7.0,179,7.013346395575261,2.9636460364652573,5.158973936725443,TH,LH,LH,2
1019171907102100350,C57BL6J-638850.37,5203,0.543995801059171,5.934904338144376,4.555534658985655,6.6000000000000005,6.000934650137899,4.443291906651094,6.6000000000000005,179,7.411019110496665,2.908201787216133,6.1795067493778815,TH,LH,LH,0
1019171907101690372-2,C57BL6J-638850.40,5211,0.603395169706661,5.984185617834291,5.032315336881038,7.2,5.987693411153413,4.9443792428573445,7.2,179,6.811855957494477,3.4562699958084635,6.1654567860047225,TH,LH,LH,2
1019171907102040363-1,C57BL6J-638850.40,5204,0.623082572135223,4.997744102093766,4.761778900114522,7.2,5.024529940156931,4.783005217762239,7.2,179,6.80369706643755,3.252187650703551,5.182146846189393,TH,LH,LH,2
1019171907102100705,C57BL6J-638850.37,5204,0.643097962165166,6.029641994884036,4.759529681240502,6.6000000000000005,6.080869220838091,4.598415247829702,6.6000000000000005,179,7.396239407418168,3.0794241825292783,6.268138485823028,TH,LH,LH,1
1019171907101860408,C57BL6J-638850.37,5204,0.653031606801241,5.100925905748219,4.769464170928458,6.6000000000000005,5.152940503776311,4.639087852345445,6.6000000000000005,179,7.365733442763051,3.1056044928447744,5.319891264676646,TH,LH,LH,1
1017092617101800090-1,C57BL6J-638850.38,5204,0.707672452690678,6.036752192891676,4.600289693296064,6.800000000000001,6.216424932343138,4.579681096371831,6.800000000000001,179,7.221083290107957,3.060167007682158,6.401801225974574,TH,LH,LH,2
1019171907101690234-1,C57BL6J-638850.40,5204,0.659071089730411,6.07038874686872,4.920607835067244,7.2,6.11440332991886,4.913556031084751,7.2,179,6.819055237971631,3.4233984848483368,6.29696487752876,TH,LH,LH,1
1017092617101770232-1,C57BL6J-638850.38,5204,0.617477012056408,4.666822064720818,4.944710321190175,6.800000000000001,4.885721130306232,4.7629230046462485,6.800000000000001,179,7.162948295926466,3.2386480192320493,5.039268772342159,TH,LH,LH,2
1017092617101560613-1,C57BL6J-638850.38,5204,0.524207994813065,5.848487415304978,4.420178592194486,6.800000000000001,6.027878308167289,4.453524787130828,6.800000000000001,179,7.229715484065129,2.9167987819582497,6.200128810451653,TH,LH,LH,1
1019171907101680694,C57BL6J-638850.40,14983,0.507989941504261,5.834814776505469,4.777958970622058,7.2,5.868343518995387,4.803795535538378,7.2,179,6.824490169620394,3.295749058766868,6.040742156257612,TH,LH,LH,1
1017092617101800274-1,C57BL6J-638850.38,5204,0.589832273671665,5.655318954633672,4.780443819771009,6.800000000000001,5.771770199369684,4.791272509645878,6.800000000000001,179,7.18428878082324,3.2908795250732124,5.946493320947087,TH,LH,LH,0
1019171907202080059,C57BL6J-638850.37,5203,0.610849066944545,5.24631552213776,5.009993973773972,6.6000000000000005,5.240012292387219,4.8396877356595445,6.6000000000000005,179,7.345760253829688,3.3297530452625432,5.414653888271912,TH,LH,LH,1
1017092617101530868,C57BL6J-638850.38,5203,0.625762234300452,4.584146561851707,4.799663784321864,6.800000000000001,4.860605741136591,4.630457723533455,6.800000000000001,179,7.17732336849365,3.089978397142557,5.014819099369621,TH,LH,LH,2
1017092617101780394,C57BL6J-638850.38,5204,0.531186245804361,4.883411439595834,4.92437841327361,6.800000000000001,5.013912287638417,4.786560876200407,6.800000000000001,179,7.1642675692633775,3.2651872351627675,5.175937032543138,TH,LH,LH,1
1017092617101780552,C57BL6J-638850.38,5231,0.544200547754359,4.829759353621249,5.033008985883956,6.800000000000001,4.973373315726313,4.880816616506938,6.800000000000001,179,7.1518698999275925,3.3741203061073843,5.130361986793537,TH,LH,LH,1
1104095349101950116-1,C57BL6J-638850.39,5204,0.570497129590823,4.940208490746672,5.016906671967358,7.0,4.894241812160153,4.891915586912425,7.0,179,6.96804208565684,3.3783003449129008,5.049757585052525,TH,LH,LH,2
1019171907101690319-1,C57BL6J-638850.40,5204,0.510175612285279,5.974462290173364,4.845920191170038,7.2,6.023376983497236,4.861192585790596,7.2,179,6.822326655995611,3.36372670121264,6.202083917478831,TH,LH,LH,1
1019171907101690405-2,C57BL6J-638850.40,5204,0.508937546230035,5.898363200227251,4.820529902446507,7.2,5.925809536604826,4.842135260368416,7.2,179,6.821767732152986,3.339919438478689,6.100737842836118,TH,LH,LH,1
1017092617101780556-1,C57BL6J-638850.38,5204,0.649293009270506,5.151405307687523,4.974730275436168,6.800000000000001,5.311263028709283,4.804545854567277,6.800000000000001,179,7.170465812472805,3.292194907269309,5.480350458040467,TH,LH,LH,1
1017092617101560831,C57BL6J-638850.38,5204,0.565208275021929,5.744164959863726,4.540821773069086,6.800000000000001,5.903089625950975,4.546921461599879,6.800000000000001,179,7.216307361753231,3.014734365161569,6.082119295536316,TH,LH,LH,0
1017092617101560909,C57BL6J-638850.38,5204,0.507496915196568,6.0893258395641805,4.516773434900484,6.800000000000001,6.205254625403694,4.54251111842305,6.800000000000001,179,7.224584066902793,3.020499385056888,6.383870871093247,TH,LH,LH,2
1019171907101680259,C57BL6J-638850.40,5204,0.614099360150991,5.975522996064081,4.5077381005159065,7.2,5.967007892902314,4.53172745020074,7.2,179,6.858182697920128,2.991886785259092,6.137589167531395,TH,LH,LH,0
1019171906102190981,C57BL6J-638850.42,5204,0.68221959359641,6.134848411078102,4.415297562634516,7.6,5.976543293721912,4.726877461745406,7.6,179,6.475695839467481,3.19798176017359,6.154925381405435,TH,LH,LH,0
1019171907102090570,C57BL6J-638850.37,5203,0.635672185736523,5.890045041932907,4.833019153065642,6.6000000000000005,5.9128886680924815,4.72224527186716,6.6000000000000005,179,7.376561697353589,3.221656297105625,6.089785583479275,TH,LH,LH,0
1019171907101860306-1,C57BL6J-638850.37,5204,0.585960101638216,5.054856468970596,4.735208187266524,6.6000000000000005,5.095193019578516,4.610786765423974,6.6000000000000005,179,7.366378441986459,3.0790024103111087,5.249908243285481,TH,LH,LH,1
1019171907101680234-1,C57BL6J-638850.40,5211,0.59209240313953,6.018240129709449,4.591343985671712,7.2,5.991142384340908,4.623554197021504,7.2,179,6.848902926946312,3.0929932082965883,6.171106801284869,TH,LH,LH,1
1019171907101690541-2,C57BL6J-638850.40,5204,0.663893374169662,5.791375819219226,4.816515529192676,7.2,5.821114074019098,4.8288008041881305,7.2,179,6.82149152822585,3.315006076789857,6.005221959234606,TH,LH,LH,1
1019171907101680165,C57BL6J-638850.40,5204,0.572216408182854,6.1021227497682045,4.724943719692343,7.2,6.148841913801671,4.759032466294822,7.2,179,6.8375340614919,3.2513523732512675,6.331414579241813,TH,LH,LH,1
1019171907102040544-1,C57BL6J-638850.40,5204,0.563902695887491,4.8947202387275945,4.849898540969543,7.2,4.8882556540682325,4.868869533947295,7.2,179,6.790190694399955,3.3458997105060844,5.046200078949471,TH,LH,LH,2
1019171907102090776,C57BL6J-638850.37,5203,0.546231772611634,5.852339749503608,5.042847010582655,6.6000000000000005,5.859814488748785,4.888690095737915,6.6000000000000005,179,7.355954004189674,3.4093885689730365,6.037044229841847,TH,LH,LH,0
1017092617101800194-1,C57BL6J-638850.38,5204,0.654182579101455,5.726153545773946,4.717930246158065,6.800000000000001,5.848934671593136,4.748975147278509,6.800000000000001,179,7.191248367009913,3.2451352923863768,6.025332390457574,TH,LH,LH,0
1019171907101680594-1,C57BL6J-638850.40,5203,0.645311021323818,5.848178609972678,4.67130339444471,7.2,5.869927614077378,4.720187376645595,7.2,179,6.833843846540271,3.202275063360759,6.0361034679938586,TH,LH,LH,1
1019171907101690256-1,C57BL6J-638850.40,5204,0.604124099980728,6.055473156189125,4.928148775030251,7.2,6.098694746362685,4.916409174076249,7.2,179,6.8181241268392885,3.4275200820888485,6.279505802594104,TH,LH,LH,1
1017092617101780178,C57BL6J-638850.38,2905,0.508207163374644,4.94052011312551,4.8215700344732975,6.800000000000001,5.102010493688344,4.633616051806499,6.800000000000001,179,7.183975530780914,3.096266173776898,5.26306210244433,TH,LH,LH,1
1019171907102040666,C57BL6J-638850.40,5204,0.684815806200519,4.797454357092674,4.81156001543112,7.2,4.857928655920152,4.77718740769539,7.2,179,6.799751550625323,3.2420634862728623,5.012802171405617,TH,LH,LH,2
1104095349101960716,C57BL6J-638850.39,5204,0.556367668551772,5.159104289799222,4.594400111496023,7.0,5.1302123032552345,4.540400745814402,7.0,179,7.014609109709776,2.9888769752918765,5.289184843902397,TH,LH,LH,2
1017092617101560937,C57BL6J-638850.38,5204,0.680710445464418,5.938634344882997,4.559847941085373,6.800000000000001,6.138942012430192,4.556463126842089,6.800000000000001,179,7.221108046824327,3.0352792899940666,6.316610385380576,TH,LH,LH,2
1019171907101680707,C57BL6J-638850.40,5204,0.608486867519241,5.818315151366703,4.728717155289539,7.2,5.849566236392432,4.765967413292912,7.2,179,6.82826362963985,3.2531876789550007,6.022110849953492,TH,LH,LH,1
1019171907202040418,C57BL6J-638850.40,5204,0.539461240257579,4.9006363674056175,4.6630240036696895,7.2,4.975541204001418,4.703789423895791,7.2,179,6.811364140459605,3.161868175653711,5.130991745955209,TH,LH,LH,2
1017092617101780627,C57BL6J-638850.38,5203,0.648495921695096,4.7412291599550285,5.098818301876652,6.800000000000001,4.907022690166452,4.909235963497805,6.800000000000001,179,7.147179169973431,3.4022266112158137,5.067797339124994,TH,LH,LH,1
1019171907102050196-2,C57BL6J-638850.40,5204,0.613788009036358,5.07919922698074,5.026301264161047,7.2,5.086599541445497,4.952550634170645,7.2,179,6.785942040802512,3.4452263946330954,5.244895633004098,TH,LH,LH,2
1017092617101800345-1,C57BL6J-638850.38,5204,0.574970596362724,5.696210309333865,4.811326793408273,6.800000000000001,5.779772985479365,4.82757485114154,6.800000000000001,179,7.180228136284252,3.332864123094708,5.953355023419521,TH,LH,LH,0
1017092617101530918,C57BL6J-638850.38,5203,0.597859119666573,4.5497399829696334,4.837386123783249,6.800000000000001,4.808521095469726,4.655415253856875,6.800000000000001,179,7.172998539698731,3.1164046256675384,4.95891054372759,TH,LH,LH,2
1019171907102090435,C57BL6J-638850.37,5204,0.610206656919421,5.890565861751096,4.706971022741508,6.6000000000000005,5.926505358032772,4.582715600929047,6.6000000000000005,179,7.392673121055476,3.065586068944936,6.098876541816285,TH,LH,LH,0
1017092617101800375,C57BL6J-638850.38,5211,0.55305156899969,5.986966692611476,4.777010965886682,6.800000000000001,6.203328491043423,4.850499084760029,6.800000000000001,179,7.189343634377088,3.368050435096764,6.385371027968771,TH,LH,LH,2
1019171907101850188,C57BL6J-638850.37,5204,0.570552461519539,4.7783328940794245,4.935220369817955,6.6000000000000005,4.895334754322387,4.7903144372107365,6.6000000000000005,179,7.340350296693404,3.2767803725702223,5.047319385544301,TH,LH,LH,1
1019171907101680417-1,C57BL6J-638850.40,5204,0.629766779504,5.940074646167445,4.703790319978957,7.2,5.9664400178705845,4.733383126901777,7.2,179,6.8353338874024345,3.218107197297174,6.141592149880125,TH,LH,LH,1
1019171907101680597,C57BL6J-638850.40,5204,0.501862027715358,5.869240099753345,4.770397979047517,7.2,5.892868556575074,4.8021616920941375,7.2,179,6.825565410976959,3.293524482604188,6.069671206028115,TH,LH,LH,1
1019171907101860771,C57BL6J-638850.37,5203,0.6698783139563,5.1351370782120975,5.025871402153991,6.6000000000000005,5.125841502063586,4.916087955208107,6.6000000000000005,179,7.332820700461484,3.420983375111857,5.28943516354404,TH,LH,LH,2
1017092617101541054,C57BL6J-638850.38,5204,0.585119618574407,4.926377739230551,4.677312959357956,6.800000000000001,5.113608900102612,4.45571220191796,6.800000000000001,179,7.204664362311819,2.8954575069641715,5.273354734487027,TH,LH,LH,1
1019171907201690136,C57BL6J-638850.40,5204,0.606980141443372,6.117712336502896,4.807574250672684,7.2,6.183804586473894,4.826697866394015,7.2,179,6.831221257208157,3.3248666517143124,6.370608983545518,TH,LH,LH,1
1017092617101780440-1,C57BL6J-638850.38,5204,0.618935716881244,4.989815530638977,4.93638307140393,6.800000000000001,5.124001876633793,4.803516576862435,6.800000000000001,179,7.165082343396016,3.2888111955675328,5.285342580276399,TH,LH,LH,1
1019171907101680327-1,C57BL6J-638850.40,5204,0.527506490969257,5.959528795089976,4.595162306027974,7.2,5.9494604206340025,4.637190473022367,7.2,179,6.845751405550147,3.1103981679327046,6.123963838035266,TH,LH,LH,1
1017092617101780369-1,C57BL6J-638850.38,5204,0.57446043767114,4.821380425908998,4.925234334178482,6.800000000000001,4.971650669111606,4.776680253704765,6.800000000000001,179,7.164469312609713,3.251382361834472,5.135091627744672,TH,LH,LH,2
1017092617101780116,C57BL6J-638850.38,5204,0.510164738657366,4.699052692080836,4.8363388946597725,6.800000000000001,4.9197778492663975,4.689487256214528,6.800000000000001,179,7.1722075505862986,3.157996153482924,5.075762806928412,TH,LH,LH,2
1017092617101540797,C57BL6J-638850.38,5204,0.549243950124761,4.771330597677681,4.608167323539366,6.800000000000001,4.962390003718874,4.500125499195427,6.800000000000001,179,7.194892631937883,2.9459246607116136,5.115072003523322,TH,LH,LH,2
1019171906102190974,C57BL6J-638850.42,5204,0.500648149809289,6.120702210144912,4.449472776133044,7.6,5.9830926400499225,4.757930300891352,7.6,179,6.4728171359656494,3.2296912899275174,6.166530502069634,TH,LH,LH,0
1019171907102080136,C57BL6J-638850.37,5204,0.602002026720859,5.294541744241088,5.045331948485358,6.6000000000000005,5.262700317904274,4.848119763977199,6.6000000000000005,179,7.344882506816812,3.343879011052086,5.433610569618232,TH,LH,LH,0
1017092617101541258,C57BL6J-638850.38,5211,0.612243723904809,4.794886011890044,4.777265422429641,6.800000000000001,4.971193836337547,4.6428232294418255,6.800000000000001,179,7.179259794841921,3.104122985342429,5.129649355322305,TH,LH,LH,2
1017092617101800166-1,C57BL6J-638850.38,5211,0.58577812988025,5.6766318410434975,4.710591547235611,6.800000000000001,5.807618638002675,4.743014373446897,6.800000000000001,179,7.190628105567189,3.23765526805112,5.978346141024418,TH,LH,LH,0
1019171907102040205-1,C57BL6J-638850.40,5211,0.675201803348887,5.1334845935132,4.883082596061544,7.2,5.178842335478489,4.903011767371863,7.2,179,6.794031065386519,3.392102266223996,5.3366814055205225,TH,LH,LH,3
1019171907102040145-1,C57BL6J-638850.40,5212,0.601648773960707,5.140737200050616,4.78393821702978,7.2,5.220764794641617,4.832581290515588,7.2,179,6.803658650558672,3.311665754024013,5.386452134968153,TH,LH,LH,2
1017092617101800252-1,C57BL6J-638850.38,5212,0.61032539528109,5.790672724212431,4.744745890213103,6.800000000000001,5.906847257874254,4.775559711618195,6.800000000000001,179,7.189877348320563,3.275438628037995,6.083395228855839,TH,LH,LH,0
1019171907102080060,C57BL6J-638850.37,5213,0.64139839820278,5.194990958647079,5.055262883911544,6.6000000000000005,5.16587129410357,4.9034818149876696,6.6000000000000005,179,7.335167397656827,3.408873012658613,5.327477002297615,TH,LH,LH,1
1019171907101680366-1,C57BL6J-638850.40,5213,0.645688487366314,5.9320067080225085,4.572718679261762,7.2,5.927503197800198,4.621848117028008,7.2,179,6.846806037346328,3.092474731920589,6.097914653790066,TH,LH,LH,1
1104095349102290448-2,C57BL6J-638850.39,5214,0.704654546841349,6.093485471878198,4.778989800907711,7.0,6.183682621952681,4.581934973890459,7.0,179,7.03908313571285,3.058475208050788,6.363141378045993,TH,LH,LH,2
1017092617101800124-1,C57BL6J-638850.38,5215,0.765710828864233,5.966725725718136,4.634471705708557,6.800000000000001,6.20016369510146,4.62041031020132,6.800000000000001,179,7.215561726725581,3.1090116014870994,6.382631476920186,TH,LH,LH,2
1017092617101800448-1,C57BL6J-638850.38,5215,0.669448997593408,5.946417859955591,4.83819301833287,6.800000000000001,6.101278230367764,4.956236135879983,6.800000000000001,179,7.175269625257962,3.4791750498201144,6.290298185280264,TH,LH,LH,2
1019171907102040162-2,C57BL6J-638850.40,5231,0.560930205697707,5.094562285417609,4.652401131981419,7.2,5.105312080184606,4.680220032296605,7.2,179,6.817368876602203,3.1399872951059447,5.259809096324586,TH,LH,LH,2
1017092617101780661,C57BL6J-638850.38,5231,0.671551445407271,4.81147931373529,5.111110935847753,6.800000000000001,4.967501302380526,4.929164145081876,6.800000000000001,179,7.1465153219768425,3.426528260107445,5.129211348497326,TH,LH,LH,1
1019171907101860628,C57BL6J-638850.37,5218,0.669084476512757,5.090133804751702,4.952730417513649,6.6000000000000005,5.1032350900381775,4.837657430253631,6.6000000000000005,179,7.341547329834232,3.329314958840366,5.269686517393632,TH,LH,LH,1
1017092617101780651,C57BL6J-638850.38,5230,0.620562121032942,4.832290281218733,5.098880881581666,6.800000000000001,4.988473945726642,4.937014594669164,6.800000000000001,179,7.14597673830702,3.437140024518968,5.147539035089287,TH,LH,LH,1
1017092617101790406-1,C57BL6J-638850.38,5230,0.582259500699088,5.565560668174501,4.770395795772767,6.800000000000001,5.742312504660308,4.73291538324865,6.800000000000001,179,7.190288247177874,3.2232149386753526,5.916859097092229,TH,LH,LH,0
1017092617101780510,C57BL6J-638850.38,5230,0.616900843304331,4.823742914226282,5.007711622696076,6.800000000000001,4.97362180220354,4.856040815725835,6.800000000000001,179,7.155214231943983,3.3426267236275726,5.135372314590869,TH,LH,LH,1
1017092617101780532-1,C57BL6J-638850.38,5230,0.562035338183699,4.862238799540546,5.0104460497026135,6.800000000000001,4.9993647260396425,4.876984178977473,6.800000000000001,179,7.153019975249895,3.370508686269293,5.1570326861948805,TH,LH,LH,1
1017092617101780444-1,C57BL6J-638850.38,5230,0.601677668541441,5.027970645375082,4.929791575453884,6.800000000000001,5.202751879796812,4.773821043898689,6.800000000000001,179,7.170763478021338,3.2564630404926977,5.36697401637569,TH,LH,LH,1
1017092617101790498-1,C57BL6J-638850.38,5230,0.776061243961505,5.648498981529215,4.814833047923869,6.800000000000001,5.760772040924231,4.799790634122842,6.800000000000001,179,7.184187298018503,3.2914431957764414,5.944986633733873,TH,LH,LH,1
1017092617101770238,C57BL6J-638850.38,5230,0.730424883487545,4.646270322959558,4.953053618971611,6.800000000000001,4.870598686990376,4.766254772879904,6.800000000000001,179,7.162911638534224,3.2370365809839967,5.032446341431723,TH,LH,LH,2
1017092617101780452-1,C57BL6J-638850.38,5231,0.630063229335979,4.93140965890953,4.954690629264607,6.800000000000001,5.059701612323858,4.828366279433539,6.800000000000001,179,7.160235871829029,3.317397799529916,5.2191394237133135,TH,LH,LH,1
1017092617101800063-1,C57BL6J-638850.38,5231,0.588198630463878,5.802651097087733,4.624799784249558,6.800000000000001,5.9552805702084095,4.627966112998901,6.800000000000001,179,7.208370666389476,3.108254116593203,6.135174074686061,TH,LH,LH,0
1017092617101770243-1,C57BL6J-638850.38,5231,0.624585251926818,4.613318868638403,4.95982787178349,6.800000000000001,4.851585766246701,4.766006643696046,6.800000000000001,179,7.162285075313648,3.2372289630230524,5.01178202338952,TH,LH,LH,2
1017092617101780156,C57BL6J-638850.38,5230,0.647939142275745,4.852986194244971,4.822212390552767,6.800000000000001,5.00218241437952,4.674881914151488,6.800000000000001,179,7.17664662387178,3.139431935384115,5.162731030154974,TH,LH,LH,2
1017092617101780477-1,C57BL6J-638850.38,5231,0.568471365704155,4.988888544188635,4.959356035079191,6.800000000000001,5.121943777357895,4.839404929608362,6.800000000000001,179,7.161779698900924,3.323182003228574,5.291703635572254,TH,LH,LH,1
1019171907202040303,C57BL6J-638850.40,5230,0.534070250465962,4.977994994843198,4.646944896834128,7.2,5.031505690898533,4.686969710518049,7.2,179,6.815511778313698,3.139605934893785,5.195248640079716,TH,LH,LH,2
1017092617101770279-1,C57BL6J-638850.38,5231,0.555983984514574,4.658063296221933,4.976949722228904,6.800000000000001,4.864257621881366,4.791818488287823,6.800000000000001,179,7.159048514112161,3.2709241211559554,5.018058568901977,TH,LH,LH,2
1017092617101780355-1,C57BL6J-638850.38,5230,0.562264559425183,4.949837865358779,4.897881849133404,6.800000000000001,5.080148878966031,4.749689579775926,6.800000000000001,179,7.171124881039872,3.2190963760238294,5.250104066878355,TH,LH,LH,1
1017092617101780259-1,C57BL6J-638850.38,5230,0.639486975699378,4.960436245539899,4.847514841121839,6.800000000000001,5.137211055945787,4.646965966207604,6.800000000000001,179,7.183270097260269,3.113110268977097,5.2972730795324665,TH,LH,LH,1
1017092617101800079-1,C57BL6J-638850.38,5230,0.535117663584691,5.737485570086873,4.646163323656442,6.800000000000001,5.879539293404736,4.666399990876311,6.800000000000001,179,7.201339556958226,3.1535642644412607,6.052387092204742,TH,LH,LH,0
1017092617101790384-1,C57BL6J-638850.38,5230,0.654655767100704,5.555031742373848,4.76392356623719,6.800000000000001,5.739519754181862,4.726333697632482,6.800000000000001,179,7.1906352768904185,3.217838626166497,5.9100864872267085,TH,LH,LH,0
1017092617101800142-1,C57BL6J-638850.38,5230,0.667403961558909,5.777697334493012,4.679629495260889,6.800000000000001,5.912089866735259,4.699535665389043,6.800000000000001,179,7.199584414139331,3.183675823809798,6.096721202612192,TH,LH,LH,0
1017092617101800188-1,C57BL6J-638850.38,5230,0.712256027830439,5.865869243452634,4.689112280060578,6.800000000000001,6.024573648661352,4.701646586267279,6.800000000000001,179,7.201413667591189,3.19584515703505,6.201065208920871,TH,LH,LH,1
1017092617101800236-1,C57BL6J-638850.38,5230,0.644916905026403,5.762273949643325,4.734848325784302,6.800000000000001,5.877897367054632,4.765722119539766,6.800000000000001,179,7.190109309651229,3.2643104585362046,6.05282789650529,TH,LH,LH,0
1017092617101800357-1,C57BL6J-638850.38,5230,0.674484236198047,5.723876545861147,4.814435487739674,6.800000000000001,5.798985962527407,4.844586193226381,6.800000000000001,179,7.178794762239424,3.3520648726037336,5.970914157874601,TH,LH,LH,0
1017092617101780316-1,C57BL6J-638850.38,5230,0.590043472047796,4.991873727813864,4.866345041358708,6.800000000000001,5.180816118913249,4.6612979504317416,6.800000000000001,179,7.182779553443338,3.131088205168868,5.342703829305978,TH,LH,LH,1
1019171907202030183,C57BL6J-638850.40,5230,0.700367711488017,5.043858205193344,4.503010464572652,7.2,5.0785886916185765,4.50669520615216,7.2,179,6.836581595288763,2.943211439105007,5.233786320535104,TH,LH,LH,2
1017092617101770075-1,C57BL6J-638850.38,5231,0.644413346606965,4.57088378005176,4.859818158019034,6.800000000000001,4.847815324639755,4.678708274251685,6.800000000000001,179,7.171669020217324,3.142359906244747,5.003362883804406,TH,LH,LH,2
1017092617101780389,C57BL6J-638850.38,5230,0.571344086382752,4.989974132738057,4.903488625894797,6.800000000000001,5.133574591218863,4.747104885645048,6.800000000000001,179,7.172164726669439,3.222865101608285,5.29853676280321,TH,LH,LH,1
1017092617101800096,C57BL6J-638850.38,5230,0.603302058958994,5.677838412192784,4.666562812692037,6.800000000000001,5.8238982637285135,4.694337188565188,6.800000000000001,179,7.196983285107443,3.181182293124873,5.999532065904745,TH,LH,LH,0
1017092617101780520-1,C57BL6J-638850.38,5230,0.74191180019464,5.034502014863965,4.976427026096992,6.800000000000001,5.181895868254763,4.862357216360032,6.800000000000001,179,7.159985562866269,3.3565892888773203,5.346090775415186,TH,LH,LH,1
1017092617101780282-1,C57BL6J-638850.38,5230,0.570263239300485,4.845758248282954,4.879414334967826,6.800000000000001,4.991506129733148,4.73347531977241,6.800000000000001,179,7.169557348800862,3.206091895922709,5.151770454495329,TH,LH,LH,2
1017092617101780358-1,C57BL6J-638850.38,5231,0.507231228194591,4.700248291561901,4.941784064635785,6.800000000000001,4.896775254977101,4.773596746181481,6.800000000000001,179,7.16201733974718,3.2510045651422246,5.050288911735685,TH,LH,LH,2
1017092617101780387-1,C57BL6J-638850.38,5230,0.724129894342258,4.709793097352458,4.9541285850134535,6.800000000000001,4.8920396271220525,4.786391986331081,6.800000000000001,179,7.161084686996128,3.2610472994622914,5.053244553695789,TH,LH,LH,2
1017092617101780420-1,C57BL6J-638850.38,5230,0.615379985963009,4.890420551383201,4.939973983737251,6.800000000000001,5.026826668208157,4.79875131483433,6.800000000000001,179,7.163077708710201,3.280552807941522,5.188536233373222,TH,LH,LH,1
1017092617101780537-1,C57BL6J-638850.38,5230,0.777662795349927,5.048595927369124,4.982580578157989,6.800000000000001,5.184730406665628,4.878047772592053,6.800000000000001,179,7.158620722737973,3.3717542341907696,5.352054232968512,TH,LH,LH,1
1017092617101780601,C57BL6J-638850.38,5230,0.523309926503459,4.783871034763124,5.072710321201271,6.800000000000001,4.94626681863722,4.895525948952073,6.800000000000001,179,7.149667436188077,3.38839027933448,5.104695117183358,TH,LH,LH,1
1017092617101800172-1,C57BL6J-638850.38,5230,0.606072257538184,5.820669086879292,4.686494857724562,6.800000000000001,5.963964800323513,4.698007805190152,6.800000000000001,179,7.20079169403723,3.186102667431011,6.146219276129418,TH,LH,LH,0
1017092617101800193-1,C57BL6J-638850.38,5230,0.596252937644648,5.735452568506391,4.715750265801172,6.800000000000001,5.856847957561596,4.746361352802214,6.800000000000001,179,7.191870420996822,3.2411800254150145,6.032830746931243,TH,LH,LH,0
1017092617101800253-1,C57BL6J-638850.38,5230,0.643802483865558,5.963592875553877,4.712088809716168,6.800000000000001,6.1893088526830295,4.719094586818635,6.800000000000001,179,7.204031454766692,3.219568399833597,6.372212382220701,TH,LH,LH,2
1017092617101800398,C57BL6J-638850.38,5231,0.510884532144315,5.856660793883612,4.817389740661567,6.800000000000001,5.958269240942903,4.8672750169512495,6.800000000000001,179,7.180804072388735,3.3803868619649884,6.137251154800149,TH,LH,LH,0
1019171907101680452,C57BL6J-638850.40,5231,0.677562788940091,5.903383292497636,4.624935223532822,7.2,5.914538804058489,4.67374941626086,7.2,179,6.840849789539719,3.1489194413432187,6.090226097048441,TH,LH,LH,1
1019171907101680476-1,C57BL6J-638850.40,5230,0.516950135644263,5.882442164858303,4.582527284230276,7.2,5.891778131072937,4.647008795481376,7.2,179,6.843855910263134,3.1142640436254894,6.07278585261802,TH,LH,LH,1
1019171907101680764,C57BL6J-638850.40,5230,0.62985451309841,5.795586750973323,4.711863357409283,7.2,5.824310717481633,4.752018831682276,7.2,179,6.829290932738846,3.2359458111475856,5.997491544073726,TH,LH,LH,1
1019171907101690479-2,C57BL6J-638850.40,5230,0.636306139062879,5.855351596838628,4.893156275008463,7.2,5.876058702795324,4.884010050400912,7.2,179,6.81574297940337,3.3851877310960505,6.052082084489944,TH,LH,LH,1
1104095349101960087-2,C57BL6J-638850.39,5230,0.596167059112875,4.8924480116803135,4.987000873522945,7.0,4.8412904978379006,4.819236278944398,7.0,179,6.975930778484712,3.287724390336648,5.005270768935934,TH,LH,LH,2
