cluster_alias,Xkr4,Xkr4,Xkr4,Gm1992,Gm1992,Gm1992,Gm19938,Gm19938,Gm19938,Gm37381,Gm37381,Gm37381,Rp1,Rp1,Rp1,Sox17,Sox17,Sox17,Gm37587,Gm37587,Gm37587,Gm37323,Gm37323,Gm37323,Mrpl15,Mrpl15,Mrpl15,Lypla1,Lypla1,Lypla1,Tcea1,Tcea1,Tcea1,Rgs20,Rgs20,Rgs20,Gm16041,Gm16041,Gm16041,Atp6v1h,Atp6v1h,Atp6v1h,Oprk1,Oprk1,Oprk1,Npbwr1,Npbwr1,Npbwr1,Rb1cc1,Rb1cc1,Rb1cc1,4732440D04Rik,4732440D04Rik,4732440D04Rik,Alkal1,Alkal1,Alkal1,St18,St18,St18,Pcmtd1,Pcmtd1,Pcmtd1,Gm26901,Gm26901,Gm26901,Gm30414,Gm30414,Gm30414,Sntg1,Sntg1,Sntg1,Rrs1,Rrs1,Rrs1,Adhfe1,Adhfe1,Adhfe1,2610203C22Rik,2610203C22Rik,2610203C22Rik,Vxn,Vxn,Vxn,Gm29520,Gm29520,Gm29520,Mybl1,Mybl1,Mybl1,Vcpip1,Vcpip1,Vcpip1,1700034P13Rik,1700034P13Rik,1700034P13Rik,Sgk3,Sgk3,Sgk3,Mcmdc2,Mcmdc2,Mcmdc2,Snhg6,Snhg6,Snhg6,Tcf24,Tcf24,Tcf24,Ppp1r42,Ppp1r42,Ppp1r42,Gm15818,Gm15818,Gm15818,Cops5,Cops5,Cops5,Cspp1,Cspp1,Cspp1,Arfgef1,Arfgef1,Arfgef1,Cpa6,Cpa6,Cpa6,Prex2,Prex2,Prex2,A830018L16Rik,A830018L16Rik,A830018L16Rik,Gm17644,Gm17644,Gm17644,Gm29663,Gm29663,Gm29663,Sulf1,Sulf1,Sulf1,Slco5a1,Slco5a1,Slco5a1,Gm29283,Gm29283,Gm29283,Prdm14,Prdm14,Prdm14,Ncoa2,Ncoa2,Ncoa2,Gm29570,Gm29570,Gm29570,Tram1,Tram1,Tram1,Lactb2,Lactb2,Lactb2,Xkr9,Xkr9,Xkr9,Eya1,Eya1,Eya1,Gm9947,Gm9947,Gm9947,Msc,Msc,Msc,Trpa1,Trpa1,Trpa1,Kcnb2,Kcnb2,Kcnb2,Terf1,Terf1,Terf1,Sbspon,Sbspon,Sbspon,4930444P10Rik,4930444P10Rik,4930444P10Rik,Rpl7,Rpl7,Rpl7,Rdh10,Rdh10,Rdh10,Gm28095,Gm28095,Gm28095,Stau2,Stau2,Stau2,Gm7568,Gm7568,Gm7568,Ube2w,Ube2w,Ube2w,Eloc,Eloc,Eloc,D030040B21Rik,D030040B21Rik,D030040B21Rik,Tmem70,Tmem70,Tmem70,Ly96,Ly96,Ly96,Gm28376,Gm28376,Gm28376,Jph1,Jph1,Jph1,Gm28783,Gm28783,Gm28783,Gdap1,Gdap1,Gdap1,Gm28784,Gm28784,Gm28784,Pi15,Pi15,Pi15,Gm28154,Gm28154,Gm28154,Gm16070,Gm16070,Gm16070,Crispld1,Crispld1,Crispld1,Gm28153,Gm28153,Gm28153,Gm28756,Gm28756,Gm28756,Crisp4,Crisp4,Crisp4,Defb18,Defb18,Defb18,Defb41,Defb41,Defb41,Gm15825,Gm15825,Gm15825,Tfap2d,Tfap2d,Tfap2d,Tfap2b,Tfap2b,Tfap2b,Gm28340,Gm28340,Gm28340,Pkhd1,Pkhd1,Pkhd1,4930486I03Rik,4930486I03Rik,4930486I03Rik,Gm28653,Gm28653,Gm28653,Il17a,Il17a,Il17a,Il17f,Il17f,Il17f,Mcm3,Mcm3,Mcm3,Gm28065,Gm28065,Gm28065,6720483E21Rik,6720483E21Rik,6720483E21Rik,Paqr8,Paqr8,Paqr8
775,7.711454,,1,0.0,,1,8.708009,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,9.291821,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.711454,,1,0.0,,1,0.0,,1,0.0,,1,7.711454,,1,0.0,,1,0.0,,1,0.0,,1,7.711454,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.711454,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.711454,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,9.291821,,1,0.0,,1,0.0,,1,0.0,,1,7.711454,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.711454,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.711454,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1
816,9.721403,0.2817547,2,0.0,0.0,2,6.924362,0.27975965,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.363271,4.7563834,2,0.0,0.0,2,6.924362,0.27975965,2,3.561091,5.0361433,2,0.0,0.0,2,4.0584974,5.739582,2,0.0,0.0,2,0.0,0.0,2,3.859857,5.458662,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,8.209969,0.6933251,2,0.0,0.0,2,0.0,0.0,2,8.577263,0.6509166,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,4.0584974,5.739582,2,0.0,0.0,2,3.561091,5.0361433,2,0.0,0.0,2,3.363271,4.7563834,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,6.924362,0.27975965,2,3.859857,5.458662,2,0.0,0.0,2,3.363271,4.7563834,2,3.363271,4.7563834,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,6.924362,0.27975965,2,3.561091,5.0361433,2,0.0,0.0,2,3.561091,5.0361433,2,4.3581443,6.163347,2,0.0,0.0,2,0.0,0.0,2,8.417054,0.9861877,2,0.0,0.0,2,6.924362,0.27975965,2,3.859857,5.458662,2,0.0,0.0,2,3.363271,4.7563834,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.363271,4.7563834,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2
837,8.282454,1.6549712,2,0.0,0.0,2,3.8252387,5.4097047,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,6.3901215,0.378329,2,7.1778235,1.492308,2,3.0613012,4.329334,2,0.0,0.0,2,4.0534945,5.7325068,2,0.0,0.0,2,0.0,0.0,2,3.0613012,4.329334,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,7.672086,0.030559162,2,0.0,0.0,2,0.0,0.0,2,7.9633694,0.38137805,2,3.0613012,4.329334,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,6.88654,1.0803708,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.3288202,4.7076626,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,7.1778235,1.492308,2,6.8849263,0.32143074,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,6.3901215,0.378329,2,0.0,0.0,2,3.0613012,4.329334,2,6.88654,1.0803708,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,8.697981,0.3819941,2,3.3288202,4.7076626,2,0.0,0.0,2,0.0,0.0,2,8.170289,0.674006,2,0.0,0.0,2,0.0,0.0,2,7.542755,1.2517412,2,0.0,0.0,2,7.9633694,0.38137805,2,3.8468473,5.4402637,2,0.0,0.0,2,6.3901215,0.378329,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,7.175668,0.7326009,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2
876,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.6077867,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.6077867,,1,0.0,,1,0.0,,1,7.6077867,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.6077867,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,9.602229,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,8.604084,,1,0.0,,1,0.0,,1,0.0,,1,7.6077867,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1
877,4.1246896,5.833192,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.9631422,5.604729,2,0.0,0.0,2,8.878038,0.06403219,2,3.6270561,5.1294317,2,0.0,0.0,2,3.6270561,5.1294317,2,3.9631422,5.604729,2,0.0,0.0,2,4.1246896,5.833192,2,3.9631422,5.604729,2,0.0,0.0,2,0.0,0.0,2,3.9631422,5.604729,2,0.0,0.0,2,0.0,0.0,2,9.90596,0.47729722,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,4.461658,6.309737,2,0.0,0.0,2,0.0,0.0,2,3.9631422,5.604729,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.6270561,5.1294317,2,3.9631422,5.604729,2,0.0,0.0,2,3.6270561,5.1294317,2,7.5901985,0.47529742,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,7.5901985,0.47529742,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,9.780315,0.38611975,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,8.878334,0.8894759,2,0.0,0.0,2,0.0,0.0,2,3.6270561,5.1294317,2,0.0,0.0,2,7.5901985,0.47529742,2,3.6270561,5.1294317,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.9631422,5.604729,2,0.0,0.0,2,0.0,0.0,2,4.4163804,6.245705,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2
884,3.521971,4.980819,2,0.0,0.0,2,4.0192323,5.684053,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,4.306243,6.089947,2,8.824553,1.111697,2,3.521971,4.980819,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.8080838,5.3854437,2,0.0,0.0,2,0.0,0.0,2,9.700168,0.7126904,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,7.3300548,0.40462458,2,0.0,0.0,2,0.0,0.0,2,3.521971,4.980819,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,7.3300548,0.40462458,2,4.306243,6.089947,2,0.0,0.0,2,0.0,0.0,2,3.8080838,5.3854437,2,0.0,0.0,2,0.0,0.0,2,3.8080838,5.3854437,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,7.3300548,0.40462458,2,0.0,0.0,2,7.8273163,0.29860908,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,8.486632,1.2310228,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,8.908909,0.40631923,2,0.0,0.0,2,0.0,0.0,2,8.120081,1.52189,2,0.0,0.0,2,4.306243,6.089947,2,0.0,0.0,2,0.0,0.0,2,3.8080838,5.3854437,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,7.3300548,0.40462458,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2
896,6.9459615,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.9459615,,1,0.0,,1,0.0,,1,11.519667,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,8.523102,,1,0.0,,1,0.0,,1,8.937159,,1,0.0,,1,0.0,,1,7.9400992,,1,0.0,,1,0.0,,1,0.0,,1,6.9459615,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,9.258498,,1,6.9459615,,1,0.0,,1,0.0,,1,7.9400992,,1,0.0,,1,0.0,,1,8.523102,,1,0.0,,1,6.9459615,,1,0.0,,1,0.0,,1,6.9459615,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.9459615,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.9459615,,1
898,6.975988,3.4688935,6,0.0,0.0,6,3.9752362,4.3703675,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,2.5589774,3.9703143,6,2.5589774,3.9703143,6,1.3880836,3.4000967,6,0.0,0.0,6,1.2018117,2.9438252,6,0.0,0.0,6,0.0,0.0,6,2.5653522,3.9860554,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,3.7895277,4.1644473,6,0.0,0.0,6,0.0,0.0,6,8.8608675,1.535786,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,3.7691753,4.1439147,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,1.2038232,2.9487526,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,2.5714886,3.995844,6,3.955388,4.344468,6,2.5714953,3.9964564,6,0.0,0.0,6,1.2221638,2.9936779,6,4.1717277,4.6114936,6,0.0,0.0,6,0.0,0.0,6,2.4724205,3.8306282,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,5.0439754,3.9282165,6,0.0,0.0,6,3.6558914,4.006179,6,0.0,0.0,6,0.0,0.0,6,2.5714886,3.995844,6,0.0,0.0,6,1.4648876,3.5882273,6,0.0,0.0,6,1.6312823,3.9958093,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,5.0377727,3.9166365,6,0.0,0.0,6,0.0,0.0,6,6.643893,3.3080728,6,0.0,0.0,6,3.8401518,4.2226315,6,2.5870702,4.011235,6,0.0,0.0,6,1.2502567,3.0624907,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,2.5870702,4.011235,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6
908,7.870313,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.870313,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,9.865682,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,8.867227,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,8.867227,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.870313,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,8.867227,,1,0.0,,1,0.0,,1,0.0,,1,7.870313,,1,0.0,,1,0.0,,1,7.870313,,1,0.0,,1,0.0,,1,7.870313,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1
935,8.680052,0.36451697,2,0.0,0.0,2,7.3926063,0.047930744,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,3.679357,5.203397,2,3.679357,5.203397,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,4.177156,5.9073906,2,0.0,0.0,2,0.0,0.0,2,10.589819,1.2957405,2,0.0,0.0,2,3.679357,5.203397,2,0.0,0.0,2,3.7132492,5.2513275,2,0.0,0.0,2,0.0,0.0,2,4.2111497,5.955465,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,7.3926063,0.047930744,2,3.7132492,5.2513275,2,0.0,0.0,2,0.0,0.0,2,3.7132492,5.2513275,2,0.0,0.0,2,0.0,0.0,2,3.7132492,5.2513275,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,4.2111497,5.955465,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,9.546894,0.1791794,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,9.47113,0.7542364,2,0.0,0.0,2,0.0,0.0,2,8.388306,0.04807438,2,0.0,0.0,2,4.468902,6.319982,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2
939,6.9160047,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.910019,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,8.907017,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.9160047,,1,6.9160047,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,7.910019,,1,9.228343,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,6.9160047,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,8.492981,,1,0.0,,1,0.0,,1,0.0,,1,9.905513,,1,0.0,,1,0.0,,1,8.492981,,1,0.0,,1,6.9160047,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,8.907017,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1
984,5.401789,4.6845345,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,8.331589,1.3747424,3,2.618996,4.536234,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,5.547255,4.82641,3,0.0,0.0,3,0.0,0.0,3,2.2574146,3.909957,3,8.137458,1.5249178,3,0.0,0.0,3,0.0,0.0,3,8.330049,0.46416715,3,0.0,0.0,3,2.2574146,3.909957,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,2.618996,4.536234,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,4.8534303,4.2337694,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,2.9282596,5.071894,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,3.027858,5.244404,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,8.771594,1.7633082,3,0.0,0.0,3,0.0,0.0,3,2.5885432,4.4834886,3,0.0,0.0,3,5.215011,4.5164638,3,8.331606,1.3893579,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,5.547255,4.82641,3,0.0,0.0,3,0.0,0.0,3,2.2574146,3.909957,3,0.0,0.0,3,2.2574146,3.909957,3,0.0,0.0,3,2.2574146,3.909957,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
